Unnamed: 0,6872-JK-1,6872-JK-2,6872-JK-3,6872-JK-4,6872-JK-51,6872-JK-52-REPREP,6872-JK-53,6872-JK-54,6872-JK-77,11067-JK-10,11067-JK-11,11067-JK-18,11067-JK-19,11067-JK-20,11067-JK-21,11067-JK-22,11067-JK-5,11067-JK-6,11067-JK-7,11067-JK-8,11067-JK-9,12039-JR-1,12039-JR-10,12039-JR-11,12039-JR-12,12039-JR-13,12039-JR-14,12039-JR-15,12039-JR-16,12039-JR-17,12039-JR-18,12039-JR-19,12039-JR-2,12039-JR-3,12039-JR-4,12039-JR-5,12039-JR-6,12039-JR-7,12039-JR-8,12039-JR-9,11391-JR-10,11391-JR-11,11391-JR-12,11391-JR-13,11391-JR-14,11391-JR-15,11391-JR-16,11391-JR-7,11391-JR-8,11391-JR-9
Adrb3,8.03930207666405,5.12640318068651,8.01988523503034,6.85130642356668,7.6300112327087,5.49838121381516,7.90487277993381,7.30316909054428,8.09296250379484,7.0601136461387,7.00963048884587,7.51549288077616,7.22053175407535,7.39351761028787,7.199808669065,6.97549076652667,7.23985635540617,6.89215637545392,7.3122313458778,7.11248938390197,7.02373903930367,5.73061677111413,5.13531090126672,7.30725075202651,5.66971166309811,5.10108713039461,8.68788329773236,7.0748556876069,7.0387221788732,6.7283438735162,9.70290381797806,8.87196356679495,8.55664547613141,8.4992923992212,7.18121632316816,6.95755494360252,6.25299996893242,8.51375150131054,6.79546062533506,6.28993812169063,6.82198422771084,6.35642043295802,6.36687028202904,6.39629041571231,6.48480972502815,6.40568817782842,6.43527719118231,8.10288114023954,9.49497282234811,8.76402084801258
Agt,8.17963991844916,6.49954131774216,8.78931991077773,6.99841150067894,7.49475442049501,6.09760592537525,8.2527498677729,7.76983411815546,8.1992782783857,7.72281488548588,7.72616325123202,7.97476685675259,6.65643195790922,7.4124977334519,7.29623414604485,7.53745894699965,7.3794471834376,7.7654014029006,7.72149491275764,7.83922037768116,8.00958202245664,6.52273335657076,6.36965744896547,7.6781336291825,6.63356900251514,6.56075805360779,8.17988403792725,8.01293689148801,7.79724966153048,7.50045617398997,9.12183480946839,8.41740308556034,7.49707533183275,8.52856515372167,7.38477027422639,7.90549978411158,7.35867231132417,7.98023777737916,7.52970284272973,7.16992369595887,7.57450366469606,7.13798282868594,6.83932560489815,6.57941768517348,7.0163203432419,7.10701710044615,7.36882738187289,8.20699574043872,9.22507661543787,8.81246109936698
Aldh1a7,7.20643034019084,5.73141343108741,6.25986891663289,6.32299826649841,6.50542589910097,5.48545586134515,6.7019194131025,6.42112964271921,6.84832565395368,6.28497984025941,6.65681347830731,6.89137464271954,6.37139904114929,6.40180589339633,6.35770815813878,6.02377202948181,6.41288432149737,6.02377202948181,6.46458113873292,6.53882592341245,6.21604006959774,5.455680288998,5.26875341638444,5.83200414369368,5.67777754187564,5.37722502629541,7.22757099508636,5.99502629302236,6.33679731915633,5.91409916265644,8.40882500324864,7.60379791808307,6.88160860369507,7.38540930002102,6.43611937416171,6.87274972393558,5.62021420214417,7.37653105702439,5.92797678193691,5.75476507835749,6.05955374543363,6.17350984766229,6.18395969673331,6.14940037201118,5.8634569204504,6.15709281008671,5.8634569204504,7.01005404697517,7.50009877273363,6.90938067260892
Aldh3b2,6.91848853472492,5.30573484015275,6.83806449109976,6.39575338876645,6.31506393266011,5.64268749987137,6.76486896517034,7.47475079812188,7.13254577976087,6.36673080565908,6.36599101671986,6.62057896606307,6.52953004371147,6.18190303204399,7.11231898175313,6.52979316348476,6.69549550487486,6.18190303204399,6.73820596790797,6.54706281349112,6.51443097935128,5.64918038069867,5.26525362146372,6.82524146294297,5.76268867343081,5.46213615785058,7.30508074329948,6.32401106562142,6.18347500762821,6.3265811126496,7.98461991611811,7.53505190032477,6.76302013828611,7.63171547530185,6.33221491442839,6.69533395162758,6.43878470962277,7.15790006864297,6.40451852188018,6.06110399776409,6.14990660551972,6.21054392597394,6.20291037007301,6.50560443481919,6.2032310715249,7.18423107300209,5.81077675277392,6.69019995112769,7.46809617787498,6.89445322656441
Alkal2,5.8662082811492,5.45039213696096,6.29493187292456,5.97624018186855,5.75505767361756,5.83458077282358,5.67250210024494,5.66808433448246,5.45039213696096,5.85544070467915,5.77832087857742,5.79101878461002,5.59423289390155,5.78365495712195,5.59423289390155,5.87851256843183,6.02894704859671,5.79517817735909,5.7919816189386,5.80543256802427,5.59423289390155,5.45691542935065,5.93394477183887,5.45691542935065,5.45691542935065,5.45691542935065,6.03763173127043,5.83530963559734,5.91066811993496,5.81236846121946,5.969874748228,5.45691542935065,5.81179201994191,6.06514547797062,5.86085568852766,5.81257827889341,5.67656857312399,5.90769480188873,5.77411728823684,6.01791773764365,5.80049005900386,5.77669900492589,5.75024212203816,5.52337991982949,5.86351592839601,5.7311907175421,5.52337991982949,6.02276311118051,5.93165177332407,5.81934243396682
Amy1,7.4948678545454,6.62719031706702,7.40698467152809,6.831263379118,7.49480854913886,6.44369413755731,7.61561151427452,6.893690891597,7.67928432795959,7.24695736378436,7.3362683799444,7.26837525650187,6.67805833634066,7.47072687443602,7.21878369755786,7.1442907227785,6.8335766506682,7.27924250757146,7.00619960776226,7.50331765960723,6.99739713342825,6.38383765250524,6.52819173426587,6.35245586128478,6.12028687592676,6.1188357277713,7.79530636163169,7.18331209263442,7.31208744230629,6.99073889664774,8.8373488713611,8.4758698177246,7.40347769463991,7.89773659592732,7.02346912174056,7.18187572658626,6.94158557492465,7.981156675842,6.95675257032493,6.65573217405792,7.04005953169932,6.65262379483385,6.30357276306986,6.91358562844984,6.45231231079714,6.98822897830833,6.42258557153403,8.15959561303844,8.52942521222289,8.19067242136386
Ankef1,7.10426620801768,5.55114553984087,7.23171678716997,6.34823002748463,6.98959472384292,5.71734670492918,7.1749136439735,6.92788962298212,6.977508930721,6.78608800077331,6.48314906019102,6.88582398993291,6.64668808718262,6.67709493942966,6.68437246840137,6.29906107551515,6.88055603222295,6.29906107551515,7.12727505112489,6.76965068936237,6.49132911563108,5.97710517510074,4.87709235312273,6.0394796581002,5.48555000846919,5.28808550479131,7.85945726298028,6.58269847347437,6.73256605546575,6.62068650829438,8.75560034423995,8.06785001373018,7.15968446106613,7.6991765963105,6.39326319483827,6.97867391154821,6.12029326024819,7.65406778691032,6.48877596469574,5.93429697664418,6.19291867518563,6.06582242116124,6.26098614814788,6.04171294551012,6.23569335755788,6.11509016603164,5.75576949394935,7.55827618626205,8.61243063707176,7.85309129019119
Apoc2,5.82426116864608,5.78848131444827,5.93690593088413,6.10612738510657,5.83663733639454,5.95886438676999,6.22515159405882,5.89800151146716,5.46384406333825,5.98219517118759,5.90569436367105,5.8878320827073,5.6961940138325,5.82278817938796,5.68825290649717,5.94357433456425,5.88428053794498,5.98541742733978,5.93597735518053,6.15779702260196,5.82769619323671,6.95745032290328,6.10566950806549,5.98908248542896,5.87820900339973,5.5038894821454,5.72464895438852,5.99147190301247,5.89725289671101,5.85934251401421,6.01684880102274,5.5038894821454,5.93798000890813,5.77750690120296,5.8340626771654,5.5038894821454,5.81422737485129,5.70613955165084,5.95158625316917,6.01654341224327,5.7581154136128,5.81533767372598,5.56201858862958,6.09481294393543,5.75869899458233,5.97657191690541,5.99650672907888,6.17213686812439,6.23519860623545,5.56201858862958
Apol6,8.7031911854131,6.2387976887936,8.36042598307267,7.64076601433823,7.77705771207376,6.09528266395166,8.64009120705317,7.76736449822083,8.6796415237552,7.41772308562372,7.59522883601496,7.54321928227833,7.03442251574623,7.45849522565012,9.25636165106937,7.8654981106639,7.43498293859728,7.49835427144229,8.05562052182063,8.04075467137392,8.00283019194886,7.20818163267327,6.32882569247731,7.24836583809616,6.37008003423083,5.92671370514153,9.28870283413152,7.64834153540973,7.90893005380473,7.54194110518243,9.79777383425499,9.25609963132537,8.38522906926478,8.68729005316001,7.57236316653836,7.89522801317125,7.05064600631922,8.80118590161013,7.53233396487958,7.12396249019238,7.32983329760059,7.49911885143191,6.70575334993288,7.59158561442397,7.48411707073773,7.18013458723248,7.33587891334932,8.51406984386151,9.33090953333331,8.69817502328766
Aqp7,7.04613423789716,6.06714042376077,7.65978858318106,6.55516839499216,7.13805163242149,5.88027930384374,7.20774640355507,6.97152209793263,7.74270309348289,7.22510412161446,7.07915545638199,7.46292864608147,6.40613518031602,6.85267033907214,6.48898221008893,6.7770066864399,6.87548422580549,6.8528667409121,6.93023788984172,7.05251294072871,7.02162779080636,6.15269891388275,6.15240329520781,6.7679659467687,5.95842582899032,5.91801458256324,7.88042336889725,7.01627892711192,6.8702920443657,6.69386068891163,8.39016407359532,8.00965337310429,7.36771335255591,7.39088194232138,6.52567281465893,6.82919940479467,6.65838084880471,7.91038080421016,6.4574589630536,6.5059251873431,6.82055456362766,6.46848560320047,6.25564936573744,6.40648086489695,6.60453801197632,6.73991028646287,6.61987157697587,7.27229525114076,8.25905530669514,7.74041935936092
Arhgap36,5.428779954453,5.428779954453,5.95709487729454,5.428779954453,5.64441078544914,5.428779954453,5.65088991773699,5.428779954453,6.27305599690453,5.55161093940817,5.55161093940817,5.82969332099914,5.55161093940817,5.81930247376089,5.74469559997591,5.55161093940817,5.55161093940817,5.7525562228657,5.55161093940817,5.55161093940817,5.55161093940817,5.51873092447191,5.73284153975364,5.51873092447191,5.51873092447191,5.51873092447191,5.73949039671504,6.00631334533898,5.51873092447191,5.72429734907357,5.51873092447191,5.51873092447191,5.51873092447191,5.85359273460382,5.51873092447191,5.72441909896805,5.73838406824525,5.51873092447191,5.74325192514995,5.51873092447191,5.52579856170956,5.52579856170956,5.52579856170956,5.52579856170956,5.52579856170956,5.52579856170956,5.86285785437116,5.52579856170956,5.93407041520415,5.82176107584689
